"","word","n"
"88452","today including",12
"88453","today should",12
"88454","today sorry",12
"88455","today time",12
"88456","today two",12
"88457","today without",12
"88458","today wow",12
"88459","today your",12
"88460","today's a",12
"88461","together it's",12
"88462","together our",12
"88463","together then",12
"88464","toilet seat",12
"88465","told people",12
"88466","told what",12
"88467","toll free",12
"88468","tom coughlin",12
"88469","tomatoes are",12
"88470","tomorrow as",12
"88471","tomorrow come",12
"88472","tomorrow saturday",12
"88473","tone is",12
"88474","tongue and",12
"88475","tonight oh",12
"88476","tonight show",12
"88477","tonight w",12
"88478","too after",12
"88479","too dark",12
"88480","too follow",12
"88481","too i've",12
"88482","too maybe",12
"88483","too new",12
"88484","too now",12
"88485","too real",12
"88486","too right",12
"88487","too sad",12
"88488","too shy",12
"88489","too then",12
"88490","too weak",12
"88491","too wet",12
"88492","too with",12
"88493","too your",12
"88494","took control",12
"88495","tooth and",12
"88496","toothbrush express",12
"88497","top eight",12
"88498","top quality",12
"88499","top six",12
"88500","top this",12
"88501","topic is",12
"88502","torture and",12
"88503","toss to",12
"88504","totally love",12
"88505","totally understand",12
"88506","tough on",12
"88507","tougher for",12
"88508","tour that",12
"88509","tour this",12
"88510","tour which",12
"88511","tournament is",12
"88512","toward me",12
"88513","toward their",12
"88514","town we",12
"88515","toys in",12
"88516","tracks i",12
"88517","tracks on",12
"88518","tractor trailer",12
"88519","traded in",12
"88520","trader joes",12
"88521","traditions and",12
"88522","traffic for",12
"88523","traffic lights",12
"88524","trafficking in",12
"88525","trail that",12
"88526","train or",12
"88527","trained for",12
"88528","trainer max",12
"88529","transportation safety",12
"88530","trappings of",12
"88531","trash the",12
"88532","travel time",12
"88533","travels to",12
"88534","treasury note",12
"88535","treat people",12
"88536","treating the",12
"88537","treatment in",12
"88538","tree that",12
"88539","trees were",12
"88540","trend of",12
"88541","trend toward",12
"88542","trending in",12
"88543","trends and",12
"88544","tricks and",12
"88545","tricky to",12
"88546","tried so",12
"88547","trip at",12
"88548","triumph in",12
"88549","trouble to",12
"88550","truck in",12
"88551","truck was",12
"88552","true god",12
"88553","true my",12
"88554","true thanks",12
"88555","true then",12
"88556","trust i",12
"88557","trust your",12
"88558","truth if",12
"88559","truth it",12
"88560","try for",12
"88561","try your",12
"88562","tucked into",12
"88563","tuesday by",12
"88564","tuesday if",12
"88565","turn from",12
"88566","turn left",12
"88567","turned him",12
"88568","turner and",12
"88569","turns on",12
"88570","tv as",12
"88571","tv at",12
"88572","tv commercial",12
"88573","tweet if",12
"88574","tweet just",12
"88575","tweeted it",12
"88576","tweeting my",12
"88577","tweeting with",12
"88578","tweets for",12
"88579","twenty one",12
"88580","twice about",12
"88581","twin brother",12
"88582","twin towers",12
"88583","twitter as",12
"88584","twitter client",12
"88585","twitter love",12
"88586","twitter not",12
"88587","twitter people",12
"88588","twitter thing",12
"88589","twitter too",12
"88590","two biggest",12
"88591","two choices",12
"88592","two full",12
"88593","two good",12
"88594","two if",12
"88595","two lanes",12
"88596","two met",12
"88597","two million",12
"88598","two point",12
"88599","two schools",12
"88600","two seats",12
"88601","two seconds",12
"88602","two songs",12
"88603","tying the",12
"88604","tyler moore",12
"88605","type a",12
"88606","type it",12
"88607","u d",12
"88608","u hear",12
"88609","u may",12
"88610","u oh",12
"88611","u only",12
"88612","u put",12
"88613","u s",12
"88614","u thanks",12
"88615","u then",12
"88616","u.s for",12
"88617","u.s has",12
"88618","u.s jobs",12
"88619","u.s market",12
"88620","u.s national",12
"88621","ugh so",12
"88622","ugh that",12
"88623","ugh the",12
"88624","uncommon for",12
"88625","under attack",12
"88626","under coach",12
"88627","under new",12
"88628","under review",12
"88629","under section",12
"88630","underground and",12
"88631","understand a",12
"88632","union in",12
"88633","union members",12
"88634","united center",12
"88635","university circle",12
"88636","university college",12
"88637","university on",12
"88638","university was",12
"88639","unless its",12
"88640","unless she",12
"88641","unlike most",12
"88642","unnecessary and",12
"88643","unprepared for",12
"88644","until january",12
"88645","until mixture",12
"88646","until noon",12
"88647","unveiled a",12
"88648","up along",12
"88649","up come",12
"88650","up earlier",12
"88651","up half",12
"88652","up let",12
"88653","up nearly",12
"88654","up spending",12
"88655","up we're",12
"88656","update i",12
"88657","updated with",12
"88658","upgrade to",12
"88659","upon to",12
"88660","uptick in",12
"88661","ur way",12
"88662","us each",12
"88663","us good",12
"88664","us luck",12
"88665","us still",12
"88666","us thank",12
"88667","us well",12
"88668","us went",12
"88669","us while",12
"88670","use so",12
"88671","used was",12
"88672","useful for",12
"88673","uses an",12
"88674","uses to",12
"88675","usually go",12
"88676","usually is",12
"88677","vacation is",12
"88678","vacation with",12
"88679","valley conference",12
"88680","value when",12
"88681","value you",12
"88682","value your",12
"88683","values that",12
"88684","vampire diaries",12
"88685","van and",12
"88686","variation of",12
"88687","various places",12
"88688","vast and",12
"88689","vegan and",12
"88690","vegas is",12
"88691","vehicles the",12
"88692","vehicles to",12
"88693","venture capitalist",12
"88694","verdict was",12
"88695","verify the",12
"88696","version but",12
"88697","very complicated",12
"88698","very enjoyable",12
"88699","very nature",12
"88700","very nervous",12
"88701","very personal",12
"88702","very quiet",12
"88703","very safe",12
"88704","very scary",12
"88705","very significant",12
"88706","very smart",12
"88707","very thin",12
"88708","very thing",12
"88709","very unique",12
"88710","veterans and",12
"88711","veterans in",12
"88712","veterans of",12
"88713","via an",12
"88714","victory is",12
"88715","video clips",12
"88716","videos that",12
"88717","vince lombardi",12
"88718","virus and",12
"88719","vision i",12
"88720","visit them",12
"88721","visited by",12
"88722","visitors will",12
"88723","visits and",12
"88724","viva la",12
"88725","voice a",12
"88726","voice the",12
"88727","volume the",12
"88728","volunteers are",12
"88729","vote as",12
"88730","voted yes",12
"88731","voters of",12
"88732","voting is",12
"88733","voting on",12
"88734","vying for",12
"88735","w on",12
"88736","w s",12
"88737","w their",12
"88738","wait at",12
"88739","wait no",12
"88740","wait why",12
"88741","waited in",12
"88742","waiting is",12
"88743","walk over",12
"88744","walk that",12
"88745","walking out",12
"88746","walks with",12
"88747","wall for",12
"88748","wall or",12
"88749","walls with",12
"88750","wanna give",12
"88751","wanna sleep",12
"88752","wanna stay",12
"88753","want so",12
"88754","want too",12
"88755","want what",12
"88756","wanted so",12
"88757","wanted some",12
"88758","wanted that",12
"88759","wanted us",12
"88760","war but",12
"88761","war crimes",12
"88762","war has",12
"88763","warehouse in",12
"88764","warm enough",12
"88765","warm winter",12
"88766","warmer than",12
"88767","warming is",12
"88768","warned me",12
"88769","warner cable",12
"88770","warning for",12
"88771","was adamant",12
"88772","was appropriate",12
"88773","was breaking",12
"88774","was brilliant",12
"88775","was cleared",12
"88776","was commissioned",12
"88777","was convinced",12
"88778","was dating",12
"88779","was dealing",12
"88780","was dedicated",12
"88781","was defeated",12
"88782","was directed",12
"88783","was ejected",12
"88784","was encouraged",12
"88785","was enjoying",12
"88786","was entertaining",12
"88787","was equally",12
"88788","was essentially",12
"88789","was every",12
"88790","was famous",12
"88791","was fascinating",12
"88792","was five",12
"88793","was grateful",12
"88794","was helping",12
"88795","was him",12
"88796","was included",12
"88797","was lifted",12
"88798","was locked",12
"88799","was mainly",12
"88800","was mine",12
"88801","was murdered",12
"88802","was overwhelmed",12
"88803","was ranked",12
"88804","was recognized",12
"88805","was relieved",12
"88806","was scary",12
"88807","was seeing",12
"88808","was selling",12
"88809","was serving",12
"88810","was six",12
"88811","was split",12
"88812","was traded",12
"88813","was turning",12
"88814","washed my",12
"88815","wasn't expecting",12
"88816","wasn't i",12
"88817","wasn't long",12
"88818","wasn't playing",12
"88819","watch is",12
"88820","watch or",12
"88821","watched from",12
"88822","watched you",12
"88823","watching movies",12
"88824","water can",12
"88825","water then",12
"88826","water when",12
"88827","water you",12
"88828","way he's",12
"88829","way not",12
"88830","way now",12
"88831","way rt",12
"88832","way said",12
"88833","way thanks",12
"88834","way until",12
"88835","ways at",12
"88836","we absolutely",12
"88837","we broke",12
"88838","we celebrated",12
"88839","we cut",12
"88840","we end",12
"88841","we getting",12
"88842","we grabbed",12
"88843","we hang",12
"88844","we listened",12
"88845","we paid",12
"88846","we sell",12
"88847","we shouldn't",12
"88848","we signed",12
"88849","we soon",12
"88850","we woke",12
"88851","we'll give",12
"88852","we're being",12
"88853","we're only",12
"88854","we're up",12
"88855","we've already",12
"88856","we've gotten",12
"88857","we’re on",12
"88858","weak in",12
"88859","weaker than",12
"88860","wealth management",12
"88861","weapon of",12
"88862","weather but",12
"88863","weather forecast",12
"88864","weather it",12
"88865","web series",12
"88866","website which",12
"88867","wedding cake",12
"88868","wedding party",12
"88869","wedding ring",12
"88870","wednesday from",12
"88871","wednesday it",12
"88872","wednesday of",12
"88873","wednesday on",12
"88874","week during",12
"88875","week here",12
"88876","week last",12
"88877","week left",12
"88878","week let's",12
"88879","week today",12
"88880","week's episode",12
"88881","weekend after",12
"88882","weekend has",12
"88883","weekend here",12
"88884","weekend love",12
"88885","weekend that's",12
"88886","weekends in",12
"88887","weekly and",12
"88888","weeks this",12
"88889","weeks time",12
"88890","welcome aboard",12
"88891","welcome d",12
"88892","welcome for",12
"88893","welcomed by",12
"88894","welfare state",12
"88895","well can",12
"88896","well guess",12
"88897","well informed",12
"88898","well know",12
"88899","well let’s",12
"88900","well meaning",12
"88901","well more",12
"88902","well obviously",12
"88903","well still",12
"88904","well suited",12
"88905","well tell",12
"88906","well thought",12
"88907","well worn",12
"88908","well yeah",12
"88909","were beginning",12
"88910","were bought",12
"88911","were discussing",12
"88912","were filed",12
"88913","were following",12
"88914","were giving",12
"88915","were hard",12
"88916","were key",12
"88917","were kind",12
"88918","were nearly",12
"88919","were removed",12
"88920","were saved",12
"88921","were seriously",12
"88922","were sleeping",12
"88923","were staying",12
"88924","were those",12
"88925","were thrown",12
"88926","were true",12
"88927","were what",12
"88928","were younger",12
"88929","weren't going",12
"88930","west palm",12
"88931","what any",12
"88932","what brought",12
"88933","what gets",12
"88934","what happend",12
"88935","what jesus",12
"88936","what kinda",12
"88937","what remains",12
"88938","what school",12
"88939","what team",12
"88940","what you’ve",12
"88941","what’s more",12
"88942","what’s not",12
"88943","what’s wrong",12
"88944","whatever she",12
"88945","when ever",12
"88946","when going",12
"88947","when james",12
"88948","when officers",12
"88949","when where",12
"88950","when ya",12
"88951","where even",12
"88952","where i'd",12
"88953","where when",12
"88954","which happened",12
"88955","which leaves",12
"88956","which lost",12
"88957","which serves",12
"88958","which show",12
"88959","which showed",12
"88960","which some",12
"88961","which two",12
"88962","which usually",12
"88963","which won",12
"88964","while as",12
"88965","while enjoying",12
"88966","while he's",12
"88967","while i've",12
"88968","while its",12
"88969","while just",12
"88970","while maintaining",12
"88971","while people",12
"88972","while striking",12
"88973","while using",12
"88974","while visiting",12
"88975","white but",12
"88976","white christmas",12
"88977","white powder",12
"88978","white sand",12
"88979","who continue",12
"88980","who described",12
"88981","who dont",12
"88982","who filed",12
"88983","who loses",12
"88984","who met",12
"88985","who owned",12
"88986","who performed",12
"88987","who reads",12
"88988","who regularly",12
"88989","who simply",12
"88990","who spends",12
"88991","who stay",12
"88992","who stopped",12
"88993","who supports",12
"88994","who tells",12
"88995","who traveled",12
"88996","who usually",12
"88997","whole city",12
"88998","whole other",12
"88999","whole season",12
"89000","whole the",12
"89001","whom had",12
"89002","whooping cough",12
"89003","whose first",12
"89004","why all",12
"89005","why even",12
"89006","why oh",12
"89007","why she's",12
"89008","wichita state",12
"89009","widely used",12
"89010","wife as",12
"89011","wife on",12
"89012","wild one",12
"89013","wild wings",12
"89014","wilkinson said",12
"89015","will appeal",12
"89016","will at",12
"89017","will attempt",12
"89018","will cry",12
"89019","will each",12
"89020","will figure",12
"89021","will gladly",12
"89022","will house",12
"89023","will once",12
"89024","will realize",12
"89025","will sing",12
"89026","will thanks",12
"89027","will too",12
"89028","will when",12
"89029","william shakespeare",12
"89030","willing and",12
"89031","win no",12
"89032","windows on",12
"89033","windows phone",12
"89034","wine cellar",12
"89035","wines by",12
"89036","wines in",12
"89037","wink wink",12
"89038","winner on",12
"89039","winners in",12
"89040","winnie the",12
"89041","wisdom to",12
"89042","wise i",12
"89043","wish i'd",12
"89044","wish more",12
"89045","wit you",12
"89046","with after",12
"89047","with al",12
"89048","with basic",12
"89049","with beautiful",12
"89050","with brian",12
"89051","with bright",12
"89052","with chinese",12
"89053","with cinnamon",12
"89054","with cleveland",12
"89055","with clothes",12
"89056","with color",12
"89057","with distress",12
"89058","with felony",12
"89059","with financial",12
"89060","with french",12
"89061","with fries",12
"89062","with general",12
"89063","with girls",12
"89064","with gov",12
"89065","with greater",12
"89066","with guys",12
"89067","with happy",12
"89068","with jimmy",12
"89069","with kevin",12
"89070","with key",12
"89071","with law",12
"89072","with lol",12
"89073","with mark",12
"89074","with matt",12
"89075","with ms",12
"89076","with negative",12
"89077","with orange",12
"89078","with passion",12
"89079","with prosecutors",12
"89080","with running",12
"89081","with ryan",12
"89082","with sea",12
"89083","with severe",12
"89084","with strawberries",12
"89085","with summer",12
"89086","with tonight",12
"89087","with traditional",12
"89088","with why",12
"89089","within it",12
"89090","within myself",12
"89091","without god",12
"89092","without hesitation",12
"89093","without realizing",12
"89094","withstand the",12
"89095","witness and",12
"89096","witness that",12
"89097","wolves and",12
"89098","women do",12
"89099","women want",12
"89100","won't come",12
"89101","won't need",12
"89102","won't win",12
"89103","wondered whether",12
"89104","wonderful week",12
"89105","wood i",12
"89106","woodson said",12
"89107","woodward detroit",12
"89108","words have",12
"89109","wore my",12
"89110","wore on",12
"89111","work ahead",12
"89112","work do",12
"89113","work had",12
"89114","work i've",12
"89115","work only",12
"89116","work outside",12
"89117","work session",12
"89118","work some",12
"89119","work thank",12
"89120","work time",12
"89121","work while",12
"89122","work without",12
"89123","worked all",12
"89124","working this",12
"89125","working today",12
"89126","workplace and",12
"89127","works better",12
"89128","works is",12
"89129","works like",12
"89130","workshops and",12
"89131","world book",12
"89132","world could",12
"89133","world report",12
"89134","world than",12
"89135","world view",12
"89136","world's fair",12
"89137","worse he",12
"89138","worship and",12
"89139","worst feeling",12
"89140","worst i",12
"89141","worth checking",12
"89142","worth in",12
"89143","worth my",12
"89144","worth their",12
"89145","worthwhile to",12
"89146","would and",12
"89147","would drop",12
"89148","would guess",12
"89149","would notice",12
"89150","would seek",12
"89151","would sometimes",12
"89152","would surely",12
"89153","would talk",12
"89154","would watch",12
"89155","would’ve been",12
"89156","wouldn't call",12
"89157","wouldn't miss",12
"89158","wouldn’t say",12
"89159","wouldnt have",12
"89160","write me",12
"89161","write some",12
"89162","write their",12
"89163","writers have",12
"89164","writers in",12
"89165","writing his",12
"89166","writing of",12
"89167","writing some",12
"89168","written but",12
"89169","wrong if",12
"89170","wrong just",12
"89171","wrong people",12
"89172","wrong so",12
"89173","wrong we",12
"89174","x you",12
"89175","y do",12
"89176","y'all to",12
"89177","ya lol",12
"89178","ya that",12
"89179","yahoo sports",12
"89180","yay me",12
"89181","yay the",12
"89182","yea but",12
"89183","yea that",12
"89184","yeah baby",12
"89185","yeah for",12
"89186","yeahh i",12
"89187","year also",12
"89188","year compared",12
"89189","year did",12
"89190","year during",12
"89191","year happy",12
"89192","year i'll",12
"89193","year starter",12
"89194","year than",12
"89195","year up",12
"89196","years down",12
"89197","years thanks",12
"89198","years that's",12
"89199","years was",12
"89200","years which",12
"89201","years without",12
"89202","yelling and",12
"89203","yes at",12
"89204","yes thanks",12
"89205","yesterday evening",12
"89206","yesterday is",12
"89207","yet at",12
"89208","yet have",12
"89209","yet its",12
"89210","york new",12
"89211","york rangers",12
"89212","you anyway",12
"89213","you awake",12
"89214","you book",12
"89215","you carry",12
"89216","you constantly",12
"89217","you define",12
"89218","you doin",12
"89219","you enough",12
"89220","you explain",12
"89221","you ff",12
"89222","you google",12
"89223","you hang",12
"89224","you helped",12
"89225","you hungry",12
"89226","you i’m",12
"89227","you kill",12
"89228","you lived",12
"89229","you lovely",12
"89230","you marry",12
"89231","you mine",12
"89232","you obviously",12
"89233","you played",12
"89234","you possibly",12
"89235","you remind",12
"89236","you same",12
"89237","you says",12
"89238","you score",12
"89239","you singing",12
"89240","you tend",12
"89241","you touch",12
"89242","you u",12
"89243","you unless",12
"89244","you worked",12
"89245","you'd better",12
"89246","you'd find",12
"89247","you're cool",12
"89248","you're from",12
"89249","you're hot",12
"89250","you've won",12
"89251","you’ll know",12
"89252","you’re done",12
"89253","you’ve had",12
"89254","you’ve seen",12
"89255","young black",12
"89256","young child",12
"89257","young kids",12
"89258","young ladies",12
"89259","young person",12
"89260","young son",12
"89261","your cards",12
"89262","your characters",12
"89263","your class",12
"89264","your continued",12
"89265","your finger",12
"89266","your getting",12
"89267","your glass",12
"89268","your guys",12
"89269","your hat",12
"89270","your information",12
"89271","your interview",12
"89272","your mission",12
"89273","your mum",12
"89274","your regular",12
"89275","your run",12
"89276","your saturday",12
"89277","your sense",12
"89278","your socks",12
"89279","your stomach",12
"89280","your stress",12
"89281","your talk",12
"89282","your usual",12
"89283","your vacation",12
"89284","your view",12
"89285","your will",12
"89286","your yard",12
"89287","yourself today",12
"89288","youth of",12
"89289","z challenge",12
"89290","a as",11
"89291","a backpack",11
"89292","a bacon",11
"89293","a baker",11
"89294","a bio",11
"89295","a boom",11
"89296","a bout",11
"89297","a brazilian",11
"89298","a breather",11
"89299","a breathtaking",11
"89300","a broadway",11
"89301","a bushel",11
"89302","a calendar",11
"89303","a calling",11
"89304","a cape",11
"89305","a captain",11
"89306","a casserole",11
"89307","a caterpillar",11
"89308","a ceiling",11
"89309","a changing",11
"89310","a chemical",11
"89311","a chief",11
"89312","a chip",11
"89313","a chiropractor",11
"89314","a cleaner",11
"89315","a coaching",11
"89316","a colorful",11
"89317","a coming",11
"89318","a command",11
"89319","a compassionate",11
"89320","a contribution",11
"89321","a conventional",11
"89322","a coup",11
"89323","a creep",11
"89324","a crown",11
"89325","a crystal",11
"89326","a dam",11
"89327","a damper",11
"89328","a december",11
"89329","a demon",11
"89330","a departure",11
"89331","a dip",11
"89332","a disabled",11
"89333","a disc",11
"89334","a disclaimer",11
"89335","a diving",11
"89336","a doctorate",11
"89337","a drama",11
"89338","a dusty",11
"89339","a dying",11
"89340","a fallen",11
"89341","a feather",11
"89342","a fill",11
"89343","a fixed",11
"89344","a flashback",11
"89345","a flashlight",11
"89346","a fleet",11
"89347","a fleeting",11
"89348","a fountain",11
"89349","a gazillion",11
"89350","a genuinely",11
"89351","a gesture",11
"89352","a ginger",11
"89353","a gourmet",11
"89354","a graceful",11
"89355","a grammy",11
"89356","a grave",11
"89357","a grilled",11
"89358","a gypsy",11
"89359","a harvard",11
"89360","a has",11
"89361","a highway",11
"89362","a hr",11
"89363","a hub",11
"89364","a hungry",11
"89365","a hunting",11
"89366","a jack",11
"89367","a joyful",11
"89368","a keyboard",11
"89369","a killing",11
"89370","a knowledge",11
"89371","a laundry",11
"89372","a lawn",11
"89373","a leash",11
"89374","a legislative",11
"89375","a lousy",11
"89376","a mediocre",11
"89377","a michigan",11
"89378","a miniature",11
"89379","a minister",11
"89380","a miscarriage",11
"89381","a mob",11
"89382","a moratorium",11
"89383","a myriad",11
"89384","a nazi",11
"89385","a neck",11
"89386","a newbie",11
"89387","a nook",11
"89388","a nude",11
"89389","a nun",11
"89390","a packet",11
"89391","a paragraph",11
"89392","a partisan",11
"89393","a pear",11
"89394","a peculiar",11
"89395","a perspective",11
"89396","a pole",11
"89397","a politically",11
"89398","a pond",11
"89399","a precedent",11
"89400","a prediction",11
"89401","a pregnancy",11
"89402","a privately",11
"89403","a prob",11
"89404","a provocative",11
"89405","a psychiatrist",11
"89406","a punk",11
"89407","a qualified",11
"89408","a quite",11
"89409","a quiz",11
"89410","a racing",11
"89411","a rap",11
"89412","a responsible",11
"89413","a rigorous",11
"89414","a rogue",11
"89415","a route",11
"89416","a ruling",11
"89417","a salon",11
"89418","a salt",11
"89419","a satellite",11
"89420","a savings",11
"89421","a saying",11
"89422","a scenario",11
"89423","a scholar",11
"89424","a scientific",11
"89425","a scrap",11
"89426","a screenplay",11
"89427","a semester",11
"89428","a seminar",11
"89429","a sermon",11
"89430","a skeleton",11
"89431","a skilled",11
"89432","a skin",11
"89433","a slacker",11
"89434","a sliding",11
"89435","a sliver",11
"89436","a slower",11
"89437","a smartphone",11
"89438","a smiley",11
"89439","a sometimes",11
"89440","a sorry",11
"89441","a sparkling",11
"89442","a species",11
"89443","a splendid",11
"89444","a spouse",11
"89445","a spray",11
"89446","a stall",11
"89447","a stout",11
"89448","a stress",11
"89449","a stroller",11
"89450","a sufficient",11
"89451","a suitcase",11
"89452","a supporting",11
"89453","a supportive",11
"89454","a suspended",11
"89455","a sweetheart",11
"89456","a swim",11
"89457","a tactic",11
"89458","a take",11
"89459","a telling",11
"89460","a tense",11
"89461","a textbook",11
"89462","a thanksgiving",11
"89463","a there",11
"89464","a throwback",11
"89465","a titanic",11
"89466","a tony",11
"89467","a too",11
"89468","a transfer",11
"89469","a transit",11
"89470","a transplant",11
"89471","a tsunami",11
"89472","a uk",11
"89473","a united",11
"89474","a url",11
"89475","a v",11
"89476","a veggie",11
"89477","a verdict",11
"89478","a vip",11
"89479","a visiting",11
"89480","a visitor",11
"89481","a wallet",11
"89482","a walmart",11
"89483","a warehouse",11
"89484","a weed",11
"89485","a whip",11
"89486","a whistle",11
"89487","a windy",11
"89488","a witch",11
"89489","a worker",11
"89490","a yankees",11
"89491","a yummy",11
"89492","abilities to",11
"89493","abolish the",11
"89494","about art",11
"89495","about here",11
"89496","about men",11
"89497","about over",11
"89498","about personal",11
"89499","about protecting",11
"89500","about twice",11
"89501","about what’s",11
"89502","above for",11
"89503","above my",11
"89504","abroad and",11
"89505","absolute best",11
"89506","absolutely fantastic",11
"89507","absolutely rt",11
"89508","abt the",11
"89509","academic performance",11
"89510","accept your",11
"89511","acceptable and",11
"89512","acceptable for",11
"89513","accepted as",11
"89514","accepted into",11
"89515","accepted my",11
"89516","accepting of",11
"89517","accompany the",11
"89518","account executive",11
"89519","account or",11
"89520","account which",11
"89521","accounts to",11
"89522","accuracy of",11
"89523","accurate information",11
"89524","accurate the",11
"89525","accusing the",11
"89526","achilles tendon",11
"89527","acid in",11
"89528","acquire a",11
"89529","acres in",11
"89530","act by",11
"89531","act it",11
"89532","act or",11
"89533","acting out",11
"89534","action if",11
"89535","action scenes",11
"89536","action this",11
"89537","action with",11
"89538","actions as",11
"89539","actions on",11
"89540","acts and",11
"89541","actually are",11
"89542","actually mean",11
"89543","actually say",11
"89544","actually start",11
"89545","actually this",11
"89546","actually used",11
"89547","actually very",11
"89548","actually worked",11
"89549","adams county",11
"89550","added for",11
"89551","added he",11
"89552","added my",11
"89553","added this",11
"89554","added we",11
"89555","adding i",11
"89556","addition i",11
"89557","additionally the",11
"89558","address a",11
"89559","address it",11
"89560","address on",11
"89561","address these",11
"89562","administered by",11
"89563","administration will",11
"89564","administrative assistant",11
"89565","admiration for",11
"89566","admit you",11
"89567","admitted in",11
"89568","adopting a",11
"89569","adoption and",11
"89570","adorable and",11
"89571","ads to",11
"89572","adults the",11
"89573","adults to",11
"89574","advancement of",11
"89575","advantage is",11
"89576","adventure in",11
"89577","advertising campaign",11
"89578","advertising the",11
"89579","advice in",11
"89580","advice you",11
"89581","advisory council",11
"89582","advocates have",11
"89583","affairs committee",11
"89584","affairs in",11
"89585","affiliation with",11
"89586","affordable for",11
"89587","afl cio",11
"89588","after allegedly",11
"89589","after awhile",11
"89590","after completing",11
"89591","after earning",11
"89592","after reporting",11
"89593","after walking",11
"89594","afternoon a",11
"89595","afternoon that",11
"89596","afterward that",11
"89597","afterwards i",11
"89598","again hey",11
"89599","again later",11
"89600","again our",11
"89601","again your",11
"89602","against its",11
"89603","age from",11
"89604","age it",11
"89605","age they",11
"89606","agencies in",11
"89607","agencies that",11
"89608","agency also",11
"89609","agent is",11
"89610","agents of",11
"89611","ago from",11
"89612","ago what",11
"89613","agree we",11
"89614","agreed but",11
"89615","agreed in",11
"89616","agreed it",11
"89617","agrees with",11
"89618","ahead as",11
"89619","aids and",11
"89620","ain't over",11
"89621","aint even",11
"89622","aint got",11
"89623","air at",11
"89624","air pollution",11
"89625","air with",11
"89626","airlines and",11
"89627","airlines to",11
"89628","al east",11
"89629","alas the",11
"89630","albums of",11
"89631","alcohol content",11
"89632","alcohol level",11
"89633","alcohol or",11
"89634","ale i",11
"89635","alert to",11
"89636","alive but",11
"89637","all city",11
"89638","all end",11
"89639","all enjoyed",11
"89640","all gonna",11
"89641","all grown",11
"89642","all high",11
"89643","all however",11
"89644","all knowledge",11
"89645","all mankind",11
"89646","all miss",11
"89647","all packed",11
"89648","all powerful",11
"89649","all saints",11
"89650","all seems",11
"89651","all start",11
"89652","all u.s",11
"89653","all ur",11
"89654","all you're",11
"89655","allergy season",11
"89656","allowed only",11
"89657","allowing her",11
"89658","almighty god",11
"89659","almost certain",11
"89660","almost completely",11
"89661","almost died",11
"89662","almost identical",11
"89663","almost made",11
"89664","almost on",11
"89665","almost see",11
"89666","alone as",11
"89667","along as",11
"89668","along by",11
"89669","along those",11
"89670","alongside a",11
"89671","already getting",11
"89672","already it",11
"89673","already that",11
"89674","already told",11
"89675","already under",11
"89676","already up",11
"89677","also able",11
"89678","also attended",11
"89679","also can't",11
"89680","also consider",11
"89681","also doesn't",11
"89682","also enjoyed",11
"89683","also here",11
"89684","also his",11
"89685","also making",11
"89686","also managed",11
"89687","also mentioned",11
"89688","also might",11
"89689","also must",11
"89690","also named",11
"89691","also receive",11
"89692","also recommended",11
"89693","also show",11
"89694","also threw",11
"89695","also work",11
"89696","although as",11
"89697","although i’m",11
"89698","although in",11
"89699","although many",11
"89700","although one",11
"89701","always leave",11
"89702","always our",11
"89703","always room",11
"89704","always stay",11
"89705","always such",11
"89706","always surprised",11
"89707","always this",11
"89708","alzheimer's disease",11
"89709","am afraid",11
"89710","am almost",11
"89711","am coming",11
"89712","am completely",11
"89713","am curious",11
"89714","am definitely",11
"89715","am like",11
"89716","am new",11
"89717","am praying",11
"89718","am saying",11
"89719","am sharing",11
"89720","am there",11
"89721","am wearing",11
"89722","am you",11
"89723","amazing d",11
"89724","amazing for",11
"89725","amazing is",11
"89726","amazing it",11
"89727","amazing not",11
"89728","amend the",11
"89729","amendments to",11
"89730","american conference",11
"89731","american craft",11
"89732","americans would",11
"89733","amongst all",11
"89734","amount in",11
"89735","an abomination",11
"89736","an abusive",11
"89737","an ace",11
"89738","an acting",11
"89739","an activist",11
"89740","an advisory",11
"89741","an agenda",11
"89742","an agricultural",11
"89743","an appealing",11
"89744","an approach",11
"89745","an apt",11
"89746","an ardent",11
"89747","an arena",11
"89748","an artistic",11
"89749","an atmosphere",11
"89750","an attempted",11
"89751","an autograph",11
"89752","an eclectic",11
"89753","an efficient",11
"89754","an elevated",11
"89755","an empire",11
"89756","an encore",11
"89757","an entity",11
"89758","an envelope",11
"89759","an extraordinarily",11
"89760","an illinois",11
"89761","an illness",11
"89762","an index",11
"89763","an informed",11
"89764","an insane",11
"89765","an interim",11
"89766","an intervention",11
"89767","an intro",11
"89768","an investigator",11
"89769","an obama",11
"89770","an objective",11
"89771","an often",11
"89772","an oven",11
"89773","an overhaul",11
"89774","an r",11
"89775","an the",11
"89776","an ultrasound",11
"89777","an undrafted",11
"89778","an unrestricted",11
"89779","analysts expect",11
"89780","analysts expectations",11
"89781","and accountability",11
"89782","and activists",11
"89783","and adjust",11
"89784","and affection",11
"89785","and amanda",11
"89786","and analysis",11
"89787","and appear",11
"89788","and arrested",11
"89789","and artist",11
"89790","and associates",11
"89791","and atlanta",11
"89792","and attach",11
"89793","and attempted",11
"89794","and attitude",11
"89795","and attorney",11
"89796","and audience",11
"89797","and audio",11
"89798","and auto",11
"89799","and bbq",11
"89800","and bear",11
"89801","and beating",11
